case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2022_21-887,j__sonia_sotomayor,101,Do you prefer the second or the third if the first were bypassed?,Anthony A. Yang,"Mr. Chief Justice, and may it please the Court: The path Petitioner took in this case was exactly right. He settled his IDEA claim, obtained prompt educational relief, and then filed a separate ADA action for compensatory damages, things he couldn't get under the IDEA. But, under the Sixth Circuit's ruling, Petitioner would have had to reject a favorable IDEA settlement and forgo the attorneys' fees, delay needed educational relief, and pursue pointless administrative proceedings that cannot provide remedies that the ADA provides simply to pursue the remedies that he already secured by settlement. That makes no sense. The ruling erred -- the Sixth Circuit erred in three important ways. First, the exhaustion requirement does not apply if Petitioner's A -- because the Petitioner's ADA claim seeks relief that is not also available under the IDEA. The whole point of the exhaustion requirement here is, if you're seeking the same relief, Congress wanted to -- to have you go through the IDEA first. Second, it would be futile to do it. And, third, settlement in this context is exhaustion. I welcome the Court's questions.",0,1
2022_21-887,j__sonia_sotomayor,105,Yes.,Anthony A. Yang,"No, no, no. No. If we bypass the first question about whether the exhaustion requirement -- that's exactly as I understood it.",0,1
2022_21-887,j__sonia_sotomayor,116,"The elements of an ADA claim and an IDEA claim are different, aren't they?",Anthony A. Yang,"It is based on the antidiscrimination provision, yes.",0,1
2022_21-887,j__sonia_sotomayor,162,"Is there much parallel litigation now? Most of the court of appeals require going through the -- through the IDEA, but if you do and settle or you lose, they --",Anthony A. Yang,"So, you know, it's -- it's a little difficult to understand where the Sixth Circuit was going on this. I think they may have lost the forest a bit for the trees. But, if you answer QP-1 first and you explain that the relief sought has to be relief that is actually available under the IDEA, I think that solves a lot of the problems. That would leave the futility question, Justice Kagan, unresolved, but you'll take the Sixth Circuit's decision off the books. And given that every -- you've got Honig, you've got all the other courts of appeals, you've got ratification twice, I'm pretty confident we can, you know, fix that going forward, hopefully, in the Sixth Circuit. But, again, you can decide how you want to decide the case, whether it's the first issue or -- or the second issue, which can be decided in two ways.",0,1
2022_21-887,j__sonia_sotomayor,236,So you're -- you're breaking with the Sixth Circuit?,Shay Dvoretzky,"-- win or lose, whatever happens, you get findings and a decision, at that point, you have satisfied 1415(l) because you -- the exhaustion -- the -- the procedures of (f) and (g) have been exhausted to the same extent as if a claim were -- as if the claim were brought under the IDEA, which, in fact, it was. At that point, you go to court having satisfied 1415 --",1,1
2022_21-887,j__sonia_sotomayor,238,"Because the Sixth Circuit said, if you win the IDEA claim, you're not an aggrieved party, so you can't go and get compensation for your damages. I thought that's what it said.",Shay Dvoretzky,I'm --,1,1
2022_21-887,j__sonia_sotomayor,240,"Oh, I agree with you. So you're disagreeing with the Sixth Circuit's analysis?",Shay Dvoretzky,So I -- I think that aggrievement is really not a relevant concept here. If you --,1,1
2022_21-887,j__sonia_sotomayor,242,Just answer the question.,Shay Dvoretzky,"Well, on that particular --",1,1
2022_21-887,j__sonia_sotomayor,244,Continue answering Justice Barrett. I just wanted to make sure we were on the same page. (Laughter.),Shay Dvoretzky,"On that point, yes, because I think aggrievement isn't really the relevant concept. What is relevant under 1415(i), which, as this Court has said --",1,1
2022_21-1436,j__sonia_sotomayor,50,"Well, we did --",Paul W. Hughes,"Well, I think the Court would have precedent to decide if it's going to adhere to a -- a -- a -- a -- a prior pronouncement of this Court or if there's a basis in -- in changed case law to revisit that, so I think that that normal process would apply. But, if the Court has held that it's jurisdictional not just in a -- in a passing statement but in a reasoned holding, that -- that's going to be binding too.",0,1
2022_21-1436,j__sonia_sotomayor,52,Sorry.,Paul W. Hughes,"Well, I think the Court would have precedent to decide if it's going to adhere to a -- a -- a -- a -- a prior pronouncement of this Court or if there's a basis in -- in changed case law to revisit that, so I think that that normal process would apply. But, if the Court has held that it's jurisdictional not just in a -- in a passing statement but in a reasoned holding, that -- that's going to be binding too.",0,1
2022_21-1436,j__sonia_sotomayor,65,Is there -- is there any scenario you -- in which you see us addressing both questions? Assume we --,Paul W. Hughes,"I don't think the Court would have to, Your Honor. If the Court agrees with us that we're correct in the meaning of (d)(1) and that Petitioner here properly exhausted, then the Court need not reach the question of the jurisdictional status of these other issues. I do think Petitioner prevails either if the Court agrees that (d)(1) is not jurisdictional at all or issue preservation isn't jurisdictional or, alternatively, if we're right about the meaning of the statute. So I -- I -- I think the Court could resolve this case on -- on -- on a variety of those different grounds.",0,1
2022_21-1436,j__sonia_sotomayor,67,"No, I know, and they're each independent. I'm asking a different question. Is there any way we reach both?",Paul W. Hughes,"Again, Your Honor, I think we wouldn't presuppose to suggest how the Court should resolve the case. We, I think, have three independent ways that -- that we --",0,1
2022_21-1436,j__sonia_sotomayor,69,"I -- I have a very simple view. I know we've been trying hard to bring clarity to this area of jurisdiction or not. And you kept saying the plausibility argument. And you're right, because it's strange -- it's strange language, because it seems addressed to the court but on an issue where it's relying on the litigant to exhaust, which is very different than most jurisdictional cases that have to do with subject matter classifications, correct? The court can't hear certain types of issues, and it has nothing to do with what the litigant does or doesn't do.",Paul W. Hughes,"Well, if the Court were to disagree with us on one, I think it would have to -- to reach the other. Alternatively, if the Court agrees with us on -- on all of the points, I think it would be at the Court's discretion if it believes that bringing guidance to the system here would warrant resolving both the jurisdictional question and -- and the statutory question. So I -- I -- I think it would be, you know, at the -- at the Court's election, depending on how it wishes to resolve the issue.",0,1
